station_number,month,mean_temp,mean_dew_point,mean_visibility,mean_wind_speed,max_sustained_wind_speed,max_temperature,total_precipitation,fog,rain,snow,hail,thunder,tornado,max_temperature_explicit_enc,day_of_year,day_of_week
725316,11,37.900001525878906,34.400001525878906,4.300000190734863,8.5,13.0,35.599998474121094,0.2800000011920929,0,0,0,0,0,0,1.0,330,0
725315,8,72.80000305175781,63.900001525878906,9.300000190734863,5.099999904632568,16.899999618530273,62.59999847412109,0.4199999868869781,0,0,0,0,0,0,1.0,226,1
725316,9,77.0999984741211,63.20000076293945,9.800000190734863,3.5,8.899999618530273,64.0,0.0,0,0,0,0,0,0,0.0,263,3
725317,4,60.29999923706055,43.0,10.0,4.5,11.100000381469728,46.400001525878906,0.0,0,0,0,0,0,0,1.0,111,5
725305,4,57.0,45.59999847412109,10.0,5.300000190734863,14.0,43.0,0.0,0,0,0,0,0,0,0.0,114,1
725305,2,32.79999923706055,28.5,3.0,5.400000095367432,14.0,21.200000762939453,,1,1,1,1,1,1,1.0,52,2
725315,6,76.4000015258789,54.900001525878906,10.0,7.300000190734863,11.100000381469728,64.4000015258789,0.0,0,0,0,0,0,0,1.0,164,2
725305,11,50.20000076293945,47.900001525878906,1.899999976158142,4.300000190734863,8.899999618530273,46.400001525878906,0.0199999995529651,1,1,1,1,1,1,1.0,324,1
725326,4,32.099998474121094,16.100000381469727,10.0,13.600000381469728,20.0,26.600000381469727,0.0,0,0,0,0,0,0,1.0,95,3
725326,5,71.0,50.900001525878906,9.699999809265137,6.699999809265137,13.0,60.79999923706055,0.0,0,0,0,0,0,0,0.0,140,6
725326,9,69.69999694824219,59.0,9.5,3.700000047683716,9.899999618530272,53.59999847412109,0.050000000745058,0,0,0,0,0,0,0.0,251,5
725316,6,75.30000305175781,65.5,9.5,6.300000190734863,26.0,66.9000015258789,0.550000011920929,0,0,0,0,0,0,0.0,173,4
725316,1,29.200000762939453,23.0,4.699999809265137,8.0,11.100000381469728,25.0,0.0700000002980232,0,0,0,0,0,0,0.0,24,2
725317,1,37.0,35.29999923706055,5.599999904632568,9.399999618530272,14.0,35.099998474121094,1.059999942779541,0,0,0,0,0,0,0.0,13,5
725300,4,49.0,38.79999923706055,10.0,10.699999809265137,20.0,41.0,0.0900000035762786,0,0,0,0,0,0,0.0,92,0
725317,6,78.5,61.5,9.300000190734863,10.199999809265137,18.100000381469727,71.0999984741211,0.0700000002980232,0,0,0,0,0,0,0.0,170,1
725320,11,52.29999923706055,38.59999847412109,8.399999618530273,8.399999618530273,13.0,33.099998474121094,0.0,0,0,0,0,0,0,0.0,318,2
725317,12,33.0,29.89999961853028,4.599999904632568,7.900000095367432,13.0,32.0,0.0900000035762786,1,1,1,1,1,1,0.0,343,6
725305,12,28.0,24.799999237060547,3.0999999046325684,3.900000095367432,8.0,26.600000381469727,0.0,0,0,0,0,0,0,1.0,344,0
725317,8,75.5999984741211,65.69999694824219,5.699999809265137,4.5,8.899999618530273,69.80000305175781,0.0099999997764825,1,1,1,1,1,1,1.0,229,4
725316,12,35.400001525878906,30.5,5.900000095367432,7.5,14.0,33.099998474121094,0.0099999997764825,0,0,0,0,0,0,0.0,347,3
725315,4,58.70000076293945,54.5,6.599999904632568,12.699999809265137,18.100000381469727,51.09999847412109,0.1599999964237213,0,0,0,0,0,0,0.0,116,3
725300,10,64.5999984741211,51.400001525878906,10.0,3.900000095367432,9.899999618530272,51.09999847412109,0.0,0,0,0,0,0,0,0.0,277,3
725315,7,73.0,61.900001525878906,9.399999618530272,4.599999904632568,9.899999618530272,64.4000015258789,0.0,0,0,0,0,0,0,1.0,196,6
725316,7,77.30000305175781,63.0,8.699999809265137,3.799999952316284,8.899999618530273,66.0,0.0,0,0,0,0,0,0,0.0,207,3
725300,7,68.0999984741211,50.5,10.0,7.300000190734863,12.0,59.0,0.0,0,0,0,0,0,0,0.0,182,6
725316,12,48.400001525878906,46.29999923706055,4.300000190734863,12.100000381469728,19.0,39.20000076293945,0.0099999997764825,1,1,1,1,1,1,1.0,356,5
725320,12,28.299999237060547,21.600000381469727,8.600000381469727,9.0,15.899999618530272,24.799999237060547,0.2399999946355819,0,0,0,0,0,0,1.0,363,5
725315,11,49.900001525878906,39.29999923706055,9.800000190734863,11.399999618530272,18.100000381469727,42.79999923706055,0.1299999952316284,0,0,0,0,0,0,1.0,315,6
725315,3,57.5,48.0,7.800000190734863,15.800000190734863,26.0,46.0,0.0099999997764825,0,0,0,0,0,0,0.0,80,2
725327,7,76.69999694824219,67.0,8.800000190734863,7.900000095367432,18.100000381469727,66.19999694824219,0.0399999991059303,0,0,0,0,0,0,1.0,191,1
725300,8,70.69999694824219,67.4000015258789,6.5,4.900000095367432,9.899999618530272,62.09999847412109,1.899999976158142,0,0,0,0,0,0,0.0,232,0
725320,11,29.799999237060547,17.299999237060547,10.0,4.400000095367432,8.0,26.100000381469727,0.0,0,0,0,0,0,0,0.0,327,4
725320,2,2.5,-10.5,10.0,7.699999809265137,15.899999618530272,-4.0,0.0,0,0,0,0,0,0,0.0,35,6
725317,11,36.20000076293945,25.799999237060547,10.0,6.099999904632568,11.100000381469728,27.0,0.0,0,0,0,0,0,0,0.0,320,4
725305,1,20.200000762939453,10.699999809265137,8.800000190734863,8.5,14.0,12.199999809265137,0.0,0,0,0,0,0,0,1.0,25,3
725317,2,7.599999904632568,0.1000000014901161,10.0,8.199999809265137,13.0,-0.8999999761581421,0.0,0,0,0,0,0,0,0.0,47,4
725327,9,73.30000305175781,59.70000076293945,7.699999809265137,5.800000190734863,13.0,61.0,0.0,0,0,0,0,0,0,0.0,264,4
725320,2,5.699999809265137,-9.800000190734863,10.0,13.199999809265137,15.899999618530272,3.0,0.0,0,0,0,0,0,0,1.0,41,6
725315,2,8.600000381469727,-0.5,9.0,8.300000190734863,14.0,3.200000047683716,0.0,0,0,0,0,0,0,1.0,42,0
725317,7,73.5999984741211,61.5,9.600000381469728,2.5,6.0,62.09999847412109,0.0,0,0,0,0,0,0,0.0,209,6
725316,6,80.5999984741211,71.0999984741211,10.0,14.699999809265137,25.100000381469727,73.4000015258789,0.2300000041723251,0,0,0,0,0,0,1.0,157,3
725317,3,30.799999237060547,25.700000762939453,7.400000095367432,7.300000190734863,15.899999618530272,26.600000381469727,0.0,0,0,0,0,0,0,1.0,66,3
725316,4,40.5,34.599998474121094,9.5,13.899999618530272,18.100000381469727,35.599998474121094,0.0199999995529651,0,0,0,0,0,0,1.0,103,5
725327,1,25.600000381469727,18.0,9.699999809265137,7.400000095367432,14.0,17.600000381469727,0.0,0,0,0,0,0,0,1.0,16,2
725326,9,59.70000076293945,53.20000076293945,9.800000190734863,4.699999809265137,8.0,50.0,0.0,0,0,0,0,0,0,1.0,255,3
725315,12,26.89999961853028,20.39999961853028,10.0,11.199999809265137,16.899999618530273,19.39999961853028,0.0,0,0,0,0,0,0,1.0,337,1
725316,6,73.30000305175781,67.69999694824219,8.0,9.0,28.89999961853028,64.4000015258789,1.690000057220459,1,1,1,1,1,1,1.0,155,1
725330,9,61.900001525878906,50.20000076293945,10.0,4.5,12.0,48.0,0.0,0,0,0,0,0,0,0.0,261,2
725330,6,72.0,65.5,7.599999904632568,4.5,19.0,64.0,0.1899999976158142,0,0,0,0,0,0,0.0,179,4
725300,1,15.399999618530272,7.5,6.199999809265137,6.199999809265137,13.0,-2.0,0.0,1,1,1,1,1,1,0.0,31,3
725317,3,48.59999847412109,32.5,10.0,4.599999904632568,8.899999618530273,35.099998474121094,0.0,0,0,0,0,0,0,0.0,86,2
725300,2,26.0,17.899999618530273,7.599999904632568,4.199999809265137,9.899999618530272,17.100000381469727,0.0,0,0,0,0,0,0,0.0,55,6
725330,8,75.9000015258789,66.4000015258789,7.800000190734863,5.099999904632568,8.899999618530273,66.9000015258789,0.0,0,0,0,0,0,0,0.0,214,4
725316,9,65.69999694824219,59.900001525878906,9.399999618530272,1.600000023841858,6.0,59.0,0.0,0,0,0,0,0,0,0.0,264,5
725330,5,51.70000076293945,44.400001525878906,10.0,9.0,18.100000381469727,46.400001525878906,0.1199999973177909,0,0,0,0,0,0,1.0,136,3
725317,9,69.0,55.5,9.100000381469728,2.400000095367432,8.899999618530273,55.900001525878906,0.0,0,0,0,0,0,0,0.0,269,3
725315,3,45.70000076293945,44.0,4.300000190734863,10.5,15.899999618530272,37.400001525878906,0.6200000047683716,0,0,0,0,0,0,1.0,78,1
725317,9,61.20000076293945,52.5,8.399999618530273,4.300000190734863,8.899999618530273,51.79999923706055,0.0,1,1,1,1,1,1,1.0,260,1
725330,10,62.20000076293945,53.20000076293945,8.699999809265137,3.700000047683716,18.100000381469727,54.0,0.3799999952316284,0,0,0,0,0,0,0.0,289,2
725320,6,68.80000305175781,54.79999923706055,10.0,8.399999618530273,13.0,64.0,0.0399999991059303,0,0,0,0,0,0,0.0,181,6
725316,12,18.799999237060547,14.600000381469728,6.300000190734863,7.5,14.0,15.100000381469728,0.0,0,0,0,0,0,0,0.0,352,2
725327,10,61.0,45.400001525878906,10.0,4.300000190734863,8.0,46.400001525878906,0.0,0,0,0,0,0,0,1.0,285,5
725320,8,71.5,57.900001525878906,9.800000190734863,5.300000190734863,8.899999618530273,62.59999847412109,0.0,0,0,0,0,0,0,1.0,228,4
725315,4,52.09999847412109,41.0,9.5,16.100000381469727,28.0,41.0,0.3499999940395355,0,0,0,0,0,0,0.0,117,5
725305,12,10.800000190734863,3.299999952316284,7.599999904632568,4.800000190734863,11.100000381469728,6.099999904632568,0.0,1,1,1,1,1,1,0.0,351,1
725327,10,41.20000076293945,29.700000762939453,10.0,6.699999809265137,14.0,30.200000762939453,0.0,0,0,0,0,0,0,1.0,296,2
725327,3,30.0,21.89999961853028,7.199999809265137,9.300000190734863,20.0,19.89999961853028,0.0,0,0,0,0,0,0,0.0,71,1
725320,10,39.70000076293945,25.0,10.0,10.5,16.899999618530273,35.099998474121094,0.0,1,1,1,1,1,1,0.0,301,0
725300,10,50.900001525878906,39.29999923706055,9.800000190734863,5.699999809265137,8.899999618530273,44.09999847412109,0.050000000745058,0,0,0,0,0,0,1.0,292,5
725330,5,54.400001525878906,40.5,9.800000190734863,9.899999618530272,16.899999618530273,44.59999847412109,0.1700000017881393,0,0,0,0,0,0,1.0,139,6
725320,6,73.0,51.09999847412109,10.0,4.800000190734863,11.100000381469728,62.09999847412109,0.0,0,0,0,0,0,0,0.0,174,6
725327,6,63.70000076293945,54.900001525878906,9.0,4.699999809265137,9.899999618530272,54.0,0.0199999995529651,0,0,0,0,0,0,0.0,175,0
725320,4,65.0999984741211,51.70000076293945,6.699999809265137,7.099999904632568,13.0,51.09999847412109,0.1099999994039535,0,0,0,0,0,0,0.0,113,1
725315,4,52.400001525878906,46.79999923706055,8.899999618530273,6.099999904632568,16.899999618530273,44.09999847412109,0.1299999952316284,0,0,0,0,0,0,0.0,110,5
725330,7,70.0,54.400001525878906,9.899999618530272,3.900000095367432,11.100000381469728,55.0,0.0,0,0,0,0,0,0,0.0,209,6
725305,9,75.5999984741211,55.900001525878906,9.199999809265137,4.0,9.899999618530272,59.0,0.0,0,0,0,0,0,0,0.0,245,0
725305,11,24.200000762939453,12.600000381469728,10.0,4.699999809265137,11.100000381469728,15.100000381469728,0.0,0,0,0,0,0,0,0.0,327,5
725326,6,80.69999694824219,72.0,9.899999618530272,5.099999904632568,12.0,71.5999984741211,0.0199999995529651,0,0,0,0,0,0,1.0,173,0
725314,10,52.400001525878906,50.20000076293945,7.099999904632568,7.699999809265137,15.0,46.400001525878906,0.0,0,0,0,0,0,0,1.0,302,3
725327,12,28.600000381469727,26.0,8.399999618530273,14.800000190734863,20.0,28.39999961853028,0.0399999991059303,0,0,0,0,0,0,1.0,357,2
725327,1,34.20000076293945,29.39999961853028,6.099999904632568,10.100000381469728,15.0,26.600000381469727,0.0199999995529651,1,1,1,1,1,1,1.0,4,6
725300,9,63.400001525878906,53.70000076293945,9.399999618530272,4.699999809265137,12.0,50.0,0.0,0,0,0,0,0,0,0.0,261,4
725320,10,41.20000076293945,32.29999923706055,10.0,4.900000095367432,8.899999618530273,32.0,0.0,0,0,0,0,0,0,0.0,285,0
725315,6,69.19999694824219,64.69999694824219,5.900000095367432,8.699999809265137,15.0,64.4000015258789,0.2399999946355819,0,0,0,0,0,0,1.0,167,1
725305,7,71.0,54.70000076293945,10.0,5.0,8.899999618530273,60.79999923706055,0.0,0,0,0,0,0,0,1.0,210,2
725320,6,63.70000076293945,45.400001525878906,9.899999618530272,3.299999952316284,8.899999618530273,48.20000076293945,0.0,0,0,0,0,0,0,1.0,156,4
725330,6,66.4000015258789,51.0,10.0,5.400000095367432,8.899999618530273,43.0,0.0,0,0,0,0,0,0,0.0,157,5
725300,10,41.59999847412109,37.20000076293945,9.300000190734863,6.900000095367432,9.899999618530272,39.0,0.1099999994039535,0,0,0,0,0,0,0.0,289,4
725330,8,67.4000015258789,58.20000076293945,10.0,8.300000190734863,15.899999618530272,55.0,0.0,0,0,0,0,0,0,0.0,215,0
725316,1,31.299999237060547,27.5,6.699999809265137,10.899999618530272,18.100000381469727,26.600000381469727,0.0900000035762786,1,1,1,1,1,1,1.0,10,5
725305,9,71.5999984741211,60.900001525878906,5.199999809265137,5.699999809265137,9.899999618530272,60.79999923706055,0.0099999997764825,1,1,1,1,1,1,1.0,253,3
725300,5,64.0999984741211,51.79999923706055,9.899999618530272,8.600000381469727,15.899999618530272,50.0,0.0,0,0,0,0,0,0,0.0,144,6
725300,11,55.59999847412109,48.09999847412109,8.199999809265137,4.300000190734863,11.100000381469728,45.0,0.0,0,0,0,0,0,0,0.0,312,6
725300,8,73.5,54.79999923706055,10.0,3.400000095367432,12.0,60.09999847412109,0.0,0,0,0,0,0,0,0.0,225,3
725320,8,72.0999984741211,64.69999694824219,9.899999618530272,5.699999809265137,32.099998474121094,66.0,0.6899999976158142,1,1,1,1,1,1,0.0,231,2
725300,6,58.70000076293945,48.59999847412109,10.0,7.0,9.899999618530272,53.59999847412109,0.0099999997764825,0,0,0,0,0,0,1.0,161,2
725327,5,58.900001525878906,51.09999847412109,9.399999618530272,9.699999809265137,15.0,55.0,1.25,0,0,0,0,0,0,0.0,136,5
725317,9,66.5,57.900001525878906,7.599999904632568,3.0,8.899999618530273,53.09999847412109,0.0,0,0,0,0,0,0,0.0,246,3
725305,7,70.69999694824219,56.29999923706055,9.5,4.400000095367432,8.899999618530273,60.09999847412109,0.0,0,0,0,0,0,0,0.0,202,1
725316,6,60.59999847412109,56.5,7.400000095367432,11.199999809265137,16.899999618530273,55.0,0.0599999986588954,0,0,0,0,0,0,0.0,154,2
725300,7,72.0999984741211,57.09999847412109,10.0,8.800000190734863,15.0,62.59999847412109,0.0,0,0,0,0,0,0,1.0,207,6
725316,6,70.80000305175781,55.400001525878906,10.0,8.699999809265137,15.0,62.09999847412109,0.0,0,0,0,0,0,0,0.0,181,1
725327,6,61.59999847412109,51.20000076293945,10.0,5.900000095367432,13.0,57.20000076293945,0.0,0,0,0,0,0,0,1.0,168,4
725316,10,80.30000305175781,67.4000015258789,9.399999618530272,9.0,12.0,69.80000305175781,0.0,0,0,0,0,0,0,1.0,276,0
725317,9,71.5999984741211,62.09999847412109,6.900000095367432,5.199999809265137,9.899999618530272,59.0,0.0,1,1,1,1,1,1,0.0,264,2
725317,1,21.39999961853028,18.100000381469727,5.199999809265137,3.799999952316284,6.0,12.199999809265137,0.0,0,0,0,0,0,0,1.0,31,0
725314,12,36.0,30.700000762939453,9.399999618530272,8.399999618530273,15.899999618530272,33.79999923706055,0.0,0,0,0,0,0,0,1.0,363,3
725326,2,31.299999237060547,27.5,7.199999809265137,7.0,9.899999618530272,30.200000762939453,0.0599999986588954,0,0,0,0,0,0,0.0,39,1
725326,1,19.0,13.0,5.5,12.300000190734863,22.0,14.0,0.0,0,0,0,0,0,0,0.0,22,5
725326,8,73.30000305175781,56.09999847412109,9.800000190734863,2.5999999046325684,7.0,55.400001525878906,0.0,0,0,0,0,0,0,1.0,219,6
725326,9,77.19999694824219,61.79999923706055,7.400000095367432,3.799999952316284,11.100000381469728,62.59999847412109,0.0,0,0,0,0,0,0,1.0,254,6
725326,10,56.29999923706055,47.0,10.0,5.099999904632568,12.0,46.400001525878906,0.0,0,0,0,0,0,0,1.0,284,1
725314,10,49.900001525878906,36.900001525878906,9.800000190734863,10.5,14.0,44.09999847412109,0.0,0,0,0,0,0,0,0.0,280,4
725300,4,47.900001525878906,32.20000076293945,9.0,11.699999809265137,18.100000381469727,42.09999847412109,0.0,0,0,0,0,0,0,0.0,111,3
725305,5,39.29999923706055,28.299999237060547,10.0,11.800000190734863,16.899999618530273,30.200000762939453,0.0,0,0,0,0,0,0,1.0,122,0
725320,5,66.0999984741211,52.5,9.399999618530272,2.900000095367432,7.0,46.900001525878906,0.0,1,1,1,1,1,1,0.0,150,0
725317,4,57.70000076293945,55.59999847412109,6.199999809265137,9.100000381469728,15.899999618530272,48.0,0.0,1,1,1,1,1,1,0.0,111,3
725315,3,37.5,29.5,8.800000190734863,6.0,11.100000381469728,27.0,0.0,0,0,0,0,0,0,0.0,63,4
725315,1,24.200000762939453,20.39999961853028,10.0,8.0,13.0,21.0,0.0,0,0,0,0,0,0,0.0,7,4
725315,1,28.100000381469727,25.0,7.099999904632568,6.300000190734863,12.0,26.100000381469727,0.0,0,0,0,0,0,0,0.0,20,3
725305,9,60.900001525878906,54.70000076293945,9.100000381469728,8.0,18.100000381469727,52.0,0.0,0,0,0,0,0,0,0.0,271,2
725315,5,68.0999984741211,55.900001525878906,8.300000190734863,17.5,27.0,53.59999847412109,0.0,0,0,0,0,0,0,1.0,133,4
725300,4,49.79999923706055,23.89999961853028,9.899999618530272,8.399999618530273,15.899999618530272,33.099998474121094,0.0,0,0,0,0,0,0,0.0,104,3
725330,7,76.30000305175781,66.0,7.900000095367432,6.099999904632568,8.899999618530273,68.0,0.2899999916553497,1,1,1,1,1,1,0.0,200,1
725305,11,43.79999923706055,41.900001525878906,4.699999809265137,8.800000190734863,16.899999618530273,41.0,0.1199999973177909,0,0,0,0,0,0,1.0,319,1
725316,1,35.29999923706055,28.39999961853028,10.0,5.699999809265137,14.0,24.100000381469727,0.0,0,0,0,0,0,0,0.0,25,1
725327,9,67.4000015258789,51.09999847412109,10.0,5.0,8.0,57.0,0.0,0,0,0,0,0,0,0.0,245,4
725320,1,32.0,22.100000381469727,8.899999618530273,4.300000190734863,8.0,28.39999961853028,0.0,1,1,1,1,1,1,1.0,31,0
725320,9,64.0,50.0,10.0,6.599999904632568,11.100000381469728,57.900001525878906,0.0,0,0,0,0,0,0,0.0,258,3
725315,5,72.69999694824219,61.0,8.300000190734863,8.800000190734863,22.89999961853028,57.20000076293945,0.0,0,0,0,0,0,0,1.0,131,2
725320,4,50.400001525878906,29.200000762939453,10.0,9.899999618530272,21.0,33.099998474121094,0.0,0,0,0,0,0,0,0.0,115,0
725314,12,39.70000076293945,35.79999923706055,7.199999809265137,8.0,12.0,33.79999923706055,0.2300000041723251,0,0,0,0,0,0,1.0,348,2
725330,3,31.700000762939453,26.200000762939453,6.300000190734863,11.5,17.100000381469727,27.0,0.0799999982118606,1,1,1,1,1,1,1.0,70,4
725315,4,46.20000076293945,36.59999847412109,9.899999618530272,13.699999809265137,22.89999961853028,37.400001525878906,0.0099999997764825,0,0,0,0,0,0,1.0,117,2
725320,12,35.5,31.700000762939453,6.199999809265137,9.699999809265137,18.100000381469727,34.0,,1,1,1,1,1,1,1.0,364,4
725320,10,62.400001525878906,43.0,10.0,4.0,8.0,45.0,0.0,0,0,0,0,0,0,0.0,291,1
725330,12,36.79999923706055,34.20000076293945,7.5,9.5,13.0,35.099998474121094,0.270000010728836,1,1,1,1,1,1,0.0,363,3
725320,11,47.0,39.20000076293945,8.100000381469727,5.400000095367432,12.0,34.0,0.0599999986588954,1,1,1,1,1,1,0.0,305,1
725320,1,8.699999809265137,-1.100000023841858,10.0,8.0,13.0,1.0,0.1800000071525573,0,0,0,0,0,0,0.0,14,4
725316,5,67.0,52.400001525878906,9.699999809265137,4.099999904632568,9.899999618530272,57.20000076293945,0.0599999986588954,0,0,0,0,0,0,1.0,150,0
725305,6,60.400001525878906,49.29999923706055,10.0,6.0,9.899999618530272,45.0,0.0,0,0,0,0,0,0,0.0,169,5
725330,5,58.900001525878906,44.59999847412109,9.699999809265137,7.400000095367432,14.0,39.0,0.0,0,0,0,0,0,0,0.0,138,2
725305,8,71.5999984741211,56.5,10.0,5.800000190734863,8.0,59.0,0.0,0,0,0,0,0,0,0.0,240,6
725315,6,75.0,65.80000305175781,7.599999904632568,9.199999809265137,19.0,62.59999847412109,0.0,0,0,0,0,0,0,1.0,164,0
725300,7,77.5,65.19999694824219,9.600000381469728,7.099999904632568,15.0,63.0,0.6000000238418579,1,1,1,1,1,1,0.0,201,2
725315,4,62.400001525878906,48.79999923706055,10.0,14.699999809265137,23.89999961853028,48.900001525878906,0.0,0,0,0,0,0,0,0.0,95,1
725300,3,50.70000076293945,28.89999961853028,9.5,7.800000190734863,19.0,27.100000381469727,0.0,0,0,0,0,0,0,0.0,88,1
725327,8,75.69999694824219,72.5,7.800000190734863,5.199999809265137,15.899999618530272,71.0999984741211,,0,0,0,0,0,0,0.0,215,3
725314,5,65.5,43.400001525878906,10.0,6.199999809265137,11.100000381469728,55.400001525878906,0.0,0,0,0,0,0,0,1.0,143,1
725314,9,61.20000076293945,53.0,7.099999904632568,1.7000000476837158,8.0,48.20000076293945,0.0099999997764825,1,1,1,1,1,1,1.0,257,3
725327,6,67.30000305175781,49.0,10.0,3.700000047683716,6.0,53.09999847412109,0.0,0,0,0,0,0,0,0.0,156,0
725305,1,24.5,22.5,3.200000047683716,6.800000190734863,11.100000381469728,21.0,0.0,1,1,1,1,1,1,0.0,23,0
725320,1,43.59999847412109,31.39999961853028,10.0,11.5,19.0,35.099998474121094,0.0,0,0,0,0,0,0,1.0,19,3
725327,2,28.89999961853028,18.5,10.0,10.5,14.0,23.0,0.0,0,0,0,0,0,0,1.0,52,1
725316,2,22.100000381469727,7.900000095367432,10.0,7.800000190734863,15.899999618530272,14.0,0.0,0,0,0,0,0,0,1.0,51,0
725314,1,36.79999923706055,17.700000762939453,10.0,11.899999618530272,25.100000381469727,24.100000381469727,0.0,0,0,0,0,0,0,0.0,25,2
725326,4,63.70000076293945,41.0,10.0,5.5,16.899999618530273,44.59999847412109,0.0,0,0,0,0,0,0,1.0,103,3
725326,4,41.400001525878906,26.700000762939453,9.5,3.5999999046325684,8.0,26.600000381469727,0.0,0,0,0,0,0,0,1.0,99,6
725314,9,58.29999923706055,46.59999847412109,10.0,7.0,14.0,48.900001525878906,0.0,0,0,0,0,0,0,0.0,264,3
725330,7,68.19999694824219,52.900001525878906,10.0,2.299999952316284,8.0,54.0,0.0,0,0,0,0,0,0,0.0,188,4
725326,1,45.400001525878906,42.59999847412109,6.900000095367432,10.0,21.0,37.400001525878906,0.0,0,0,0,0,0,0,0.0,29,6
725330,12,50.5,47.79999923706055,3.700000047683716,9.800000190734863,21.0,37.900001525878906,0.3899999856948852,1,1,1,1,1,1,0.0,356,4
725316,12,45.900001525878906,37.59999847412109,9.800000190734863,11.300000190734863,16.899999618530273,33.099998474121094,0.0,0,0,0,0,0,0,0.0,350,5
725330,12,32.70000076293945,26.299999237060547,10.0,9.600000381469728,15.899999618530272,28.39999961853028,0.0,0,0,0,0,0,0,1.0,361,2
725316,9,67.69999694824219,56.400001525878906,9.600000381469728,3.5999999046325684,8.899999618530273,59.0,0.0599999986588954,0,0,0,0,0,0,0.0,257,3
725315,10,37.09999847412109,24.600000381469727,10.0,7.099999904632568,12.0,26.600000381469727,0.0,0,0,0,0,0,0,1.0,297,1
725300,9,52.20000076293945,43.0,10.0,9.300000190734863,14.0,46.400001525878906,0.0199999995529651,0,0,0,0,0,0,1.0,262,1
725320,10,41.09999847412109,27.100000381469727,9.699999809265137,2.200000047683716,8.899999618530273,30.200000762939453,0.0199999995529651,0,0,0,0,0,0,1.0,288,6
725316,9,66.4000015258789,56.09999847412109,10.0,13.899999618530272,20.0,57.0,0.2199999988079071,0,0,0,0,0,0,0.0,265,4
725327,3,35.70000076293945,25.89999961853028,8.5,8.600000381469727,15.899999618530272,28.89999961853028,0.0,0,0,0,0,0,0,0.0,61,3
725305,4,63.400001525878906,51.0,7.800000190734863,4.199999809265137,13.0,46.0,0.0,0,0,0,0,0,0,0.0,110,3
725314,5,80.19999694824219,66.30000305175781,10.0,5.699999809265137,14.0,68.0,0.0,0,0,0,0,0,0,0.0,149,0
725320,3,36.400001525878906,27.600000381469727,7.699999809265137,8.199999809265137,16.899999618530273,28.39999961853028,0.0,0,0,0,0,0,0,1.0,66,1
725317,7,83.0999984741211,72.0,9.899999618530272,6.099999904632568,9.899999618530272,75.0,0.0,0,0,0,0,0,0,0.0,212,0
725300,1,27.0,22.600000381469727,5.599999904632568,6.300000190734863,9.899999618530272,24.100000381469727,0.0,1,1,1,1,1,1,0.0,23,0
725327,9,48.29999923706055,39.59999847412109,9.699999809265137,3.5,9.899999618530272,37.0,0.0099999997764825,0,0,0,0,0,0,0.0,272,4
725320,5,60.900001525878906,47.59999847412109,9.899999618530272,6.5,11.100000381469728,53.09999847412109,0.0399999991059303,0,0,0,0,0,0,0.0,124,3
725314,6,85.0,70.0999984741211,9.899999618530272,6.800000190734863,13.0,75.19999694824219,0.0,0,0,0,0,0,0,1.0,172,2
725317,4,39.5,30.89999961853028,9.800000190734863,16.0,21.0,35.099998474121094,0.0599999986588954,0,0,0,0,0,0,0.0,102,3
725314,2,42.29999923706055,32.29999923706055,8.600000381469727,10.5,16.899999618530273,33.79999923706055,0.0099999997764825,0,0,0,0,0,0,1.0,59,2
725314,5,70.0,59.20000076293945,6.599999904632568,4.699999809265137,8.899999618530273,59.0,0.0099999997764825,1,1,1,1,1,1,1.0,132,5
725317,5,69.9000015258789,63.5,6.400000095367432,4.900000095367432,7.0,66.19999694824219,0.0099999997764825,0,0,0,0,0,0,1.0,146,5
725317,5,63.70000076293945,58.400001525878906,6.300000190734863,8.0,11.100000381469728,60.79999923706055,0.050000000745058,0,0,0,0,0,0,1.0,124,4
725326,10,51.70000076293945,36.400001525878906,10.0,3.700000047683716,9.899999618530272,33.79999923706055,0.0,0,0,0,0,0,0,1.0,303,1
725330,12,28.700000762939453,22.299999237060547,7.5,10.800000190734863,16.899999618530273,28.0,0.0,0,0,0,0,0,0,0.0,349,5
725314,3,51.400001525878906,38.09999847412109,9.0,6.599999904632568,12.0,46.0,0.0900000035762786,0,0,0,0,0,0,0.0,79,1
725327,1,38.70000076293945,34.29999923706055,8.5,12.899999618530272,25.100000381469727,32.0,0.0799999982118606,1,1,1,1,1,1,0.0,1,0
725330,1,13.899999618530272,8.800000190734863,8.0,9.199999809265137,15.0,7.0,0.0,0,0,0,0,0,0,0.0,29,0
725317,8,83.4000015258789,72.5,8.800000190734863,4.900000095367432,9.899999618530272,78.0999984741211,0.0700000002980232,0,0,0,0,0,0,0.0,218,0
725300,2,8.100000381469727,-2.400000095367432,10.0,10.199999809265137,14.0,1.399999976158142,0.0099999997764825,0,0,0,0,0,0,1.0,46,3
725320,8,75.5,66.69999694824219,9.0,6.199999809265137,13.0,69.0999984741211,0.3100000023841858,0,0,0,0,0,0,1.0,231,6
725320,1,13.600000381469728,4.300000190734863,9.399999618530272,11.399999618530272,15.0,5.0,0.0,0,0,0,0,0,0,0.0,30,1
725300,2,20.39999961853028,12.899999618530272,7.699999809265137,12.199999809265137,15.899999618530272,19.0,0.0,0,0,0,0,0,0,1.0,32,3
725300,2,5.400000095367432,-4.5,10.0,11.0,21.0,-4.0,0.0,0,0,0,0,0,0,1.0,47,4
